pl_name,pl_letter,hostname,gaia_id,ra,dec,disc_year,discoverymethod,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_rade,pl_radeerr1,pl_radeerr2,pl_masse,pl_masseerr1,pl_masseerr2,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmassprov,pl_msinie,pl_msinieerr1,pl_msinieerr2,st_teff,st_met,st_lum,st_logg,st_age,st_mass,st_rad,sy_vmag,sy_gaiamag,sy_plx,ttv_flag,tran_flag,rv_flag
Kepler-361 b,b,Kepler-361,Gaia DR2 2080340222407746816,296.8034146,46.7411011,2014,Transit,8.486616,8.4e-05,-8.4e-05,0.086,,,1.45,0.28,-0.28,,,,,,,,,,,6169.0,,,4.25,,,1.34,13.635,13.5447,1.04629,0,1,0
Kepler-299 d,d,Kepler-299,Gaia DR2 2131737340118958336,283.2070156,48.5805222,2014,Transit,15.054786,0.000189,-0.000189,0.118,,,1.86,0.38,-0.38,,,,,,,,,,,5617.0,,,4.39,,,1.03,15.232,15.0103,0.921755,0,1,0
Kepler-136 c,c,Kepler-136,Gaia DR2 2077203178296653056,296.4673039,42.5987984,2014,Transit,16.399235,5.1e-05,-5.1e-05,0.133,,,1.99,0.37,-0.37,,,,,,,,,,,6165.0,,,4.24,,,1.35,11.822,11.7544,2.34776,0,1,0
Kepler-121 b,b,Kepler-121,Gaia DR2 2100654421280638976,286.1621273,39.6780204,2014,Transit,3.177422,3e-06,-3e-06,0.039,,,2.34,1.27,-1.27,,,,,,,,,,,5311.0,,,4.65,,,0.7,14.904,14.677,1.93016,0,1,0
Kepler-119 b,b,Kepler-119,Gaia DR2 2077236713401973888,295.9463854,42.6588324,2014,Transit,2.422082,1e-06,-1e-06,0.035,,,3.6,1.37,-1.37,,,,,,,,,,,5595.0,,,4.57,,,0.84,14.375,14.2004,1.39619,0,1,0
Kepler-251 e,e,Kepler-251,Gaia DR2 2078832551450444032,296.5662171,44.1058077,2014,Transit,99.640161,0.001074,-0.001074,0.404,,,2.77,0.49,-0.49,,,,,,,,,,,5526.0,,,4.49,,,0.89,15.541,15.216,1.05376,0,1,0
Kepler-258 c,c,Kepler-258,Gaia DR2 2128150217796747520,294.0684116,46.5791357,2014,Transit,33.653079,0.000189,-0.000189,0.193,,,3.61,2.43,-2.43,,,,,,,,,,,4942.0,,,4.44,,,0.92,15.49,15.2012,1.70766,0,1,0
Kepler-267 c,c,Kepler-267,Gaia DR2 2085626983551485440,299.8305655,47.1575741,2014,Transit,6.87745,1.6e-05,-1.6e-05,0.06,,,2.13,0.11,-0.11,,,,,,,,,,,4258.0,,,4.73,,,0.56,16.69,15.4693,3.74529,0,1,0
Kepler-269 c,c,Kepler-269,Gaia DR2 2101854881822529024,290.2151459,41.775981,2014,Transit,8.127899,0.000149,-0.000149,0.081,,,1.69,0.8,-0.8,,,,,,,,,,,5847.0,,,4.5,,,0.96,15.646,15.7352,0.413424,0,1,0
Kepler-95 b,b,Kepler-95,Gaia DR2 2106705269988803072,284.4824281,44.397891,2014,Transit,11.5231,,,,,,3.42,0.09,-0.09,13.0,2.9,-2.9,13.0,2.9,-2.9,Mass,,,,5699.0,0.3,,4.17,5.63,1.08,1.41,12.382,12.3044,2.21542,0,1,1
GU Psc b,b,GU Psc,Gaia DR2 2784120641627589760,18.146485,17.0650029,2014,Imaging,,,,2000.0,200.0,-200.0,14.179,1.289,-1.289,3591.3,540.3,-540.3,3591.3,540.3,-540.3,Mass,,,,,0.1,,,0.1,0.33,,14.146,12.9656,21.0019,0,0,0
Kepler-783 c,c,Kepler-783,Gaia DR2 2129164173675031936,291.0628615,47.484789,2020,Transit,7.05395,,,,,,2.332,,,,,,,,,,,,,5411.49,-0.03,-0.231,4.53,,0.94,0.87,14.153,13.9378,1.90887,0,1,0
Kepler-1960 b,b,Kepler-1960,Gaia DR2 2128518348032523392,294.6969361,46.7202043,2021,Transit,2.29794002,,,,,,1.307,,,,,,,,,,,,,6371.0,-0.18,,4.43,,1.12,1.07,15.181,15.0761,0.62618,0,1,0
Kepler-1868 b,b,Kepler-1868,Gaia DR2 2078226308223597696,293.2983733,43.5558025,2021,Transit,211.0339966,,,,,,3.15,,,,,,,,,,,,,4658.0,0.0,,4.63,,0.74,0.69,14.157,13.8592,3.61832,0,1,0
iot Dra b,b,iot Dra,Gaia DR2 1614731957530945280,231.2323227,58.9661403,2002,Radial Velocity,510.8544,0.0128,-0.0128,1.453,0.026,-0.026,,,,,,,3756.73177,133.48793,-130.30965,Msini,3756.73177,133.48793,-130.30965,4504.0,0.03,1.722,2.48,2.65,1.54,11.79,3.29668,2.96828,31.92,0,0,1
YSES 2 b,b,YSES 2,Gaia DR2 5236792880333011968,171.9802779,-66.4345736,2021,Imaging,,,,115.0,,,,,,2002.31896,508.52545,-286.04557,2002.31896,508.52545,-286.04557,Mass,,,,4749.0,,-0.185,,0.014,1.1,1.19,10.885,10.5352,9.1115,0,0,0
K2-280 b,b,K2-280,Gaia DR2 6772454416893148928,291.5953596,-22.2477071,2018,Transit,19.89526,0.00028,-0.00028,0.1461,0.0099,-0.0097,7.5,0.44,-0.44,37.1,5.6,-5.6,37.1,5.6,-5.6,Mass,,,,5500.0,0.33,,4.21,8.96,1.03,1.28,12.524,12.3604,2.52663,0,1,0
GJ 876 d,d,GJ 876,Gaia DR2 2603090003484152064,343.3239737,-14.2665958,2005,Radial Velocity,1.93778,2e-05,-2e-05,0.020807,0.0,-0.0,,,,6.83,0.4,-0.4,6.83,0.4,-0.4,Mass,,,,,,-1.907,,1.0,0.32,0.3,10.16,8.8753,213.867,0,0,1
Kepler-311 c,c,Kepler-311,Gaia DR2 2119534646538533888,282.0612731,47.0854984,2014,Transit,19.738286,0.000205,-0.000205,0.145,,,1.43,0.28,-0.28,,,,,,,,,,,5905.0,,,4.31,,,1.19,13.902,13.7537,1.25545,0,1,0
Kepler-501 b,b,Kepler-501,Gaia DR2 2076943796633684352,297.2014919,41.7301534,2016,Transit,5.64067757,3.78e-06,-3.78e-06,,,,4.3,0.69,-0.46,,,,,,,,,,,5904.0,-0.03,,4.42,3.31,1.03,1.04,14.886,14.7303,0.860396,0,1,0
V830 Tau b,b,V830 Tau,Gaia DR2 147831571737487488,68.2918259,24.5619241,2016,Radial Velocity,4.927,0.008,-0.008,0.057,0.001,-0.001,,,,222.481,38.1396,-38.1396,222.481,38.1396,-38.1396,Mass,181.1631,31.783,-31.783,4250.0,,,,0.002,1.0,2.0,12.23,11.6928,7.65714,0,0,1
Kepler-1845 b,b,Kepler-1845,Gaia DR2 2052257355406092160,292.9016226,38.297032,2021,Transit,11.60649967,,,,,,2.438,,,,,,,,,,,,,4703.0,-0.14,,4.58,,0.69,0.7,16.117,15.7496,1.37928,0,1,0
Kepler-1740 b,b,Kepler-1740,Gaia DR2 2052381737659167488,293.873663,38.9224548,2021,Transit,8.17240047,,,,,,3.323,,,,,,,,,,,,,5705.0,-0.06,,4.5,,0.94,0.91,15.454,15.2863,0.9144,0,1,0
Kepler-1763 b,b,Kepler-1763,Gaia DR2 2076537252208879104,294.1130368,40.3628861,2021,Transit,1.48028004,,,,,,1.147,,,,,,,,,,,,,5897.0,0.02,,4.25,,1.03,1.26,13.634,13.5105,1.29324,0,1,0
Kepler-1753 b,b,Kepler-1753,Gaia DR2 2130405075624683136,288.236664,46.6058744,2021,Transit,16.00460052,,,,,,2.227,,,,,,,,,,,,,5180.0,0.0,,4.6,,0.86,0.77,15.59,15.5134,1.38477,0,1,0
Kepler-1942 b,b,Kepler-1942,Gaia DR2 2079825273006700160,294.9805416,44.4252384,2021,Transit,4.62604999,,,,,,2.117,,,,,,,,,,,,,5834.0,-0.5,,4.57,,0.85,0.8,14.91,14.6596,1.15891,0,1,0
K2-398 b,b,K2-398,Gaia DR2 3809028584392561408,161.7349738,1.9367044,2022,Transit,6.393025,0.001139,-0.00075,,,,2.274,0.113,-0.111,,,,,,,,,,,5946.0,-0.257,,4.23,,0.94,1.24,13.287,13.0091,1.61879,0,1,0
Kepler-305 e,e,Kepler-305,Gaia DR2 2073547954981763328,299.2242557,40.343167,2020,Transit,3.20538,,,,,,1.794,,,,,,,,,,,,,4974.0,,-0.423,4.52,,0.82,0.83,15.851,15.7661,1.12405,0,1,0
Kepler-129 b,b,Kepler-129,Gaia DR2 2131494313689868416,285.3111845,47.8484775,2014,Transit,15.79,,,0.13,,,2.4,0.04,-0.04,,,,20.0,,,Msini,20.0,,,5770.0,0.29,,,6.43,1.18,1.65,11.809,11.6437,2.41732,0,1,1
Kepler-1799 b,b,Kepler-1799,Gaia DR2 2133366369675069568,288.3086994,51.4783348,2021,Transit,11.9296999,,,,,,4.128,,,,,,,,,,,,,5831.0,0.0,,4.52,,1.02,0.92,15.99,15.826,0.412942,0,1,0
TIC 172900988 b,b,TIC 172900988 Aa,Gaia DR2 709709093301608448,128.6616644,31.5539793,2021,Transit,200.452,0.011,-0.011,0.90281,0.00016,-0.00016,11.25,0.44,-0.44,942.0,5.6,-5.6,942.0,5.6,-5.6,Mass,,,,6050.0,0.34,,4.25,3.1,1.24,1.38,10.141,10.0477,3.95663,0,1,0
Kepler-600 b,b,Kepler-600,Gaia DR2 2104875377699739648,283.8330588,41.9786358,2016,Transit,23.67517607,5.668e-05,-5.668e-05,,,,2.9,0.21,-0.39,,,,,,,,,,,5279.0,-0.09,,4.56,4.57,0.84,0.81,14.846,14.701,1.58493,0,1,0
Kepler-641 b,b,Kepler-641,Gaia DR2 2125777643502580864,291.8235292,42.5161945,2016,Transit,9.48961571,2.398e-05,-2.398e-05,,,,1.85,0.31,-0.25,,,,,,,,,,,5713.0,0.15,,4.33,7.08,1.02,1.13,13.807,13.7625,1.00232,0,1,0
Kepler-208 b,b,Kepler-208,Gaia DR2 2077750803804146176,293.8901979,42.5279413,2014,Transit,4.22864,1.8e-05,-1.8e-05,0.054,,,1.63,0.3,-0.3,,,,,,,,,,,6092.0,,,4.26,,,1.31,13.561,13.5376,1.26102,0,1,0
Kepler-1832 b,b,Kepler-1832,Gaia DR2 2075993990389052160,299.8517779,43.7320611,2021,Transit,3.13878989,,,,,,1.227,,,,,,,,,,,,,5242.0,-0.54,,4.56,,0.68,0.72,14.577,14.3752,2.02831,0,1,0
Kepler-1730 b,b,Kepler-1730,Gaia DR2 2105275015817638272,281.9605834,43.7030386,2021,Transit,13.81019974,,,,,,4.485,,,,,,,,,,,,,5942.0,-0.04,,4.33,,1.01,1.14,15.478,15.3758,0.67214,0,1,0
HD 106252 b,b,HD 106252,Gaia DR2 3905603054348141440,183.3730583,10.0404302,2002,Radial Velocity,1531.0,4.7,-4.7,2.61,0.04,-0.04,,,,,,,2202.5619,85.8141,-85.8141,Msini,2202.5619,85.8141,-85.8141,5874.0,-0.06,,4.36,,1.01,1.1,7.41,7.26281,26.1595,0,0,1
Kepler-1955 b,b,Kepler-1955,Gaia DR2 2075040537699996288,299.5347603,40.4777528,2021,Transit,14.26519966,,,,,,1.167,,,,,,,,,,,,,5825.0,0.14,,4.24,,1.05,1.29,12.609,12.5298,2.19704,0,1,0
Kepler-1713 b,b,Kepler-1713,Gaia DR2 2105620159389754624,287.3456737,43.3783894,2021,Transit,18.01160049,,,,,,1.717,,,,,,,,,,,,,6477.0,0.1,,4.22,,1.3,1.46,11.065,10.8652,3.35779,0,1,0
HD 137496 c,c,HD 137496,Gaia DR2 6258810550587404672,231.7420543,-16.5090014,2021,Radial Velocity,479.9,1.1,-1.0,1.2163,0.0087,-0.0088,,,,,,,2434.5656,34.96112,-34.96112,Msini,2434.5656,34.96112,-34.96112,5799.0,-0.03,,4.05,8.3,1.04,1.59,9.899,9.77168,6.41091,0,0,1
Kepler-580 b,b,Kepler-580,Gaia DR2 2103578400656053632,283.4997537,40.5528053,2016,Transit,8.22241966,9.79e-06,-9.79e-06,,,,2.57,0.29,-0.13,,,,,,,,,,,4298.0,-0.06,,4.66,3.47,0.67,0.64,15.308,14.9505,3.05869,0,1,0
Kepler-514 b,b,Kepler-514,Gaia DR2 2133611659549905024,286.2471739,50.2423694,2016,Transit,5.65179605,1.087e-05,-1.087e-05,,,,1.72,0.28,-0.19,,,,,,,,,,,6106.0,0.36,,4.23,2.69,1.28,1.44,12.273,12.1325,2.16754,0,1,0
Kepler-132 b,b,Kepler-132,,283.23581,41.343037,2014,Transit,6.178196,2.2e-05,-2.2e-05,0.067,,,1.21,0.24,-0.24,,,,,,,,,,,6003.0,,,4.31,,,1.18,11.922,,,0,1,0
Kepler-1486 b,b,Kepler-1486,Gaia DR2 2127412273694062848,290.5903907,45.4396955,2016,Transit,54.6495759,0.0009825,-0.0009825,,,,2.32,0.58,-0.29,,,,,,,,,,,5965.0,0.06,,4.38,3.55,1.08,1.12,15.317,15.2937,0.53635,0,1,0
Kepler-590 b,b,Kepler-590,Gaia DR2 2086681002884954240,296.3855467,48.2334177,2016,Transit,5.85296257,4.74e-06,-4.74e-06,,,,4.02,1.09,-0.5,,,,,,,,,,,6000.0,0.07,,4.35,3.55,1.1,1.15,14.554,14.4165,0.674647,0,1,0
Kepler-334 c,c,Kepler-334,Gaia DR2 2130661880308812800,287.1406177,47.1151153,2014,Transit,12.758005,5.5e-05,-5.5e-05,0.107,,,1.43,0.26,-0.26,,,,,,,,,,,5828.0,,,4.38,,,1.07,12.834,12.73,2.31555,0,1,0
Kepler-166 c,c,Kepler-166,Gaia DR2 2129025841368107136,293.1600977,48.8812074,2014,Transit,34.260281,0.000124,-0.000124,0.195,,,2.38,1.23,-1.23,,,,,,,,,,,5413.0,,,4.62,,,0.74,14.857,14.6848,1.62825,1,1,0
Kepler-596 b,b,Kepler-596,Gaia DR2 2133285383772329344,289.5006797,51.6857106,2016,Transit,21.30022655,4.193e-05,-4.193e-05,,,,3.46,1.63,-0.47,,,,,,,,,,,6267.0,0.03,,4.27,2.69,1.21,1.32,14.128,14.0136,0.948053,0,1,0
Kepler-99 b,b,Kepler-99,Gaia DR2 2076871091425583232,297.3539994,41.3000452,2014,Transit,4.60358,,,,,,1.48,0.08,-0.08,6.15,1.3,-1.3,6.15,1.3,-1.3,Mass,,,,4782.0,0.18,,4.61,1.47,0.79,0.73,13.206,12.9618,4.77039,0,1,1
Kepler-1838 b,b,Kepler-1838,Gaia DR2 2073539536845074176,298.9917165,40.14226,2021,Transit,12.14680004,,,,,,1.66,,,,,,,,,,,,,5877.0,0.04,,3.93,,1.19,1.96,11.443,11.803,2.18755,0,1,0
Kepler-137 c,c,Kepler-137,Gaia DR2 2104847370214740352,282.1355875,43.0391951,2014,Transit,18.735753,3.5e-05,-3.5e-05,0.13,,,1.88,0.14,-0.14,,,,,,,,,,,5187.0,,,4.55,,,0.8,13.063,12.9414,3.27176,0,1,0
Kepler-523 b,b,Kepler-523,Gaia DR2 2106821925598401152,284.0611224,45.5068127,2016,Transit,5.83598311,4.66e-06,-4.66e-06,,,,1.96,0.08,-0.06,,,,,,,,,,,5515.0,-0.03,,4.54,2.45,0.93,0.86,12.588,12.481,3.91923,0,1,0
Kepler-140 b,b,Kepler-140,Gaia DR2 2130443730330509312,287.3694056,46.7681473,2014,Transit,3.25427,8e-06,-8e-06,0.045,,,1.61,0.31,-0.31,,,,,,,,,,,6077.0,,,4.27,,,1.29,13.018,12.9412,1.68406,0,1,0
Kepler-594 b,b,Kepler-594,Gaia DR2 2132681339572129536,288.9217259,49.7620237,2016,Transit,13.64618192,3.489e-05,-3.489e-05,,,,2.18,0.22,-0.15,,,,,,,,,,,5485.0,-0.03,,4.52,4.27,0.91,0.87,14.906,14.7563,1.27147,0,1,0
Ross 458 c,c,Ross 458,Gaia DR2 3737308025028857600,195.1912147,12.3755996,2010,Imaging,,,,1100.0,,,14.011,,,1906.98,,,1906.98,,,Mass,,,,,,,,0.5,,,9.76,8.90809,86.857,0,0,0
KMT-2019-BLG-0953L b,b,KMT-2019-BLG-0953L,,269.3385833,-28.6746389,2022,Microlensing,,,,1.1,0.5,-0.4,,,,15.5,19.0,-9.7,15.5,19.0,-9.7,Mass,,,,,,,,,0.28,,,,,0,0,0
KMT-2021-BLG-1391L b,b,KMT-2021-BLG-1391L,,270.6835833,-28.0605,2022,Microlensing,,,,2.29,0.56,-0.71,,,,4.55,2.31,-2.31,4.55,2.31,-2.31,Mass,,,,,,,,,0.37,,,,,0,0,0
KMT-2021-BLG-1372L b,b,KMT-2021-BLG-1372L,,264.4885417,-28.1483889,2022,Microlensing,,,,2.37,0.77,-0.77,,,,61.27,35.88,-35.88,61.27,35.88,-35.88,Mass,,,,,,,,,0.42,,,,,0,0,0
KMT-2021-BLG-0748L b,b,KMT-2021-BLG-0748L,,272.4213333,-25.7465806,2022,Microlensing,,,,2.43,0.67,-0.67,,,,143.02278,127.13136,-79.4571,143.02278,127.13136,-79.4571,Mass,,,,,,,,,0.36,,,,,0,0,0
MOA-2007-BLG-400L b,b,MOA-2007-BLG-400L,,272.4249167,-29.2241528,2008,Microlensing,,,,5.9,0.7,-0.7,,,,540.30829,82.63539,-82.63539,540.30829,82.63539,-82.63539,Mass,,,,,,,,,0.69,,,,,0,0,0
KMT-2019-BLG-1042L b,b,KMT-2019-BLG-1042L,,270.5440417,-27.5806694,2022,Microlensing,,,,1.7,0.5,-0.5,,,,60.3874,66.74397,-34.96112,60.3874,66.74397,-34.96112,Mass,,,,,,,,,0.3,,,,,0,0,0
KMT-2017-BLG-1003L b,b,KMT-2017-BLG-1003L,,265.4115,-24.3739389,2023,Microlensing,,,,1.38,0.39,-0.32,,,,5.19,5.39,-2.8,5.19,5.39,-2.8,Mass,,,,,,,,,0.32,,,,,0,0,0
KMT-2016-BLG-1105L b,b,KMT-2016-BLG-1105L,,266.44725,-26.2663694,2023,Microlensing,,,,2.44,0.88,-0.75,,,,2.32,7.43,-1.56,2.32,7.43,-1.56,Mass,,,,,,,,,0.41,,,,,0,0,0
OGLE-2019-BLG-1053L b,b,OGLE-2019-BLG-1053L,,270.166375,-27.3415833,2021,Microlensing,,,,3.4,0.5,-0.5,,,,2.48,1.19,-0.98,2.48,1.19,-0.98,Mass,,,,,,,,,0.61,,,,,0,0,0
OGLE-2018-BLG-0506L b,b,OGLE-2018-BLG-0506L,,267.6298333,-31.9240556,2022,Microlensing,,,,3.0,0.7,-0.8,,,,16.3,12.0,-8.5,16.3,12.0,-8.5,Mass,,,,,,,,,0.63,,,,,0,0,0
OGLE-2014-BLG-0676L b,b,OGLE-2014-BLG-0676L,,268.1020833,-30.5483889,2016,Microlensing,,,,4.53,1.49,-2.5,,,,1169.60854,219.3016,-457.67291,1169.60854,219.3016,-457.67291,Mass,,,,,,,,,0.73,,,,,0,0,0
KMT-2019-BLG-1367L b,b,KMT-2019-BLG-1367L,,272.4713333,-29.7622111,2023,Microlensing,,,,1.7,0.5,-0.56,,,,4.08,2.58,-2.08,4.08,2.58,-2.08,Mass,,,,,,,,,0.25,,,,,0,0,0
OGLE-2017-BLG-1806L b,b,OGLE-2017-BLG-1806L,,266.62325,-24.2722694,2023,Microlensing,,,,1.75,0.46,-0.47,,,,5.27,4.71,-2.72,5.27,4.71,-2.72,Mass,,,,,,,,,0.38,,,,,0,0,0
Kepler-181 c,c,Kepler-181,Gaia DR2 2135292507890372224,296.1512831,50.0957806,2014,Transit,4.302149,8e-06,-8e-06,0.049,,,1.99,0.98,-0.98,,,,,,,,,,,5333.0,,,4.62,,,0.75,14.854,14.7137,1.61267,0,1,0
OGLE-2019-BLG-1492L b,b,OGLE-2019-BLG-1492L,,270.0964583,-28.6311389,2022,Microlensing,,,,2.7,0.9,-0.9,,,,37.1,25.1,-19.5,37.1,25.1,-19.5,Mass,,,,,,,,,0.68,,,,,0,0,0
SR 12 AB c,c,SR 12 AB,Gaia DR2 6049072007438134272,246.8312363,-24.6946687,2010,Imaging,,,,,,,,,,4131.62,2224.72,-2224.72,4131.62,2224.72,-2224.72,Mass,,,,,,,,0.002,,,13.355,12.1811,,0,0,0
KMT-2019-BLG-1552L b,b,KMT-2019-BLG-1552L,,269.5957917,-27.5669389,2022,Microlensing,,,,2.6,0.6,-0.8,,,,1287.20505,549.84314,-587.98255,1287.20505,549.84314,-587.98255,Mass,,,,,,,,,0.79,,,,,0,0,0
KMT-2017-BLG-0428L b,b,KMT-2017-BLG-0428L,,271.38525,-28.4902806,2023,Microlensing,,,,1.81,0.55,-0.59,,,,5.59,3.57,-2.83,5.59,3.57,-2.83,Mass,,,,,,,,,0.34,,,,,0,0,0
Kepler-642 b,b,Kepler-642,Gaia DR2 2077764169742391808,293.8345542,42.624948,2016,Transit,4.41745855,6.6e-06,-6.6e-06,,,,2.9,1.3,-0.56,,,,,,,,,,,6570.0,0.06,,4.14,1.95,1.4,1.66,13.335,13.2945,1.25067,0,1,0
Kepler-244 b,b,Kepler-244,Gaia DR2 2102469921138142208,287.242641,42.3014185,2014,Transit,4.311792,8e-06,-8e-06,0.05,,,2.76,1.16,-1.16,,,,,,,,,,,5554.0,,,4.58,,,0.8,15.747,15.5455,0.936665,0,1,0
Kepler-28 b,b,Kepler-28,Gaia DR2 2125731464014361088,292.1370409,42.4294835,2011,Transit,5.9123,,,0.062,,,3.6,,,479.9,,,479.9,,,Mass,,,,4590.0,0.34,,4.29,,0.75,0.7,15.13,15.0257,2.25265,1,1,0
Kepler-58 d,d,Kepler-58,Gaia DR2 2073274618947678464,296.3586251,39.1152033,2014,Transit,40.101371,0.000612,-0.000612,0.236,,,2.94,1.4,-1.4,,,,,,,,,,,6099.0,,,4.37,,,1.13,15.086,14.8663,1.0037,0,1,0
Kepler-1090 c,c,Kepler-1090,Gaia DR2 2079650828617180288,295.6629002,44.5258237,2021,Transit,42.42720032,,,,,,3.293,,,,,,,,,,,,,5330.0,0.18,,4.37,,0.87,1.01,15.31,14.9963,1.13711,0,1,0
Kepler-1776 b,b,Kepler-1776,Gaia DR2 2129103700534539136,291.5344017,47.0424958,2021,Transit,35.01190186,,,,,,2.612,,,,,,,,,,,,,5872.0,0.1,,4.33,,1.04,1.15,13.68,13.5571,1.41974,0,1,0
Kepler-461 b,b,Kepler-461,Gaia DR2 2126801563705846528,292.2490563,46.1647909,2016,Transit,8.31378306,7.66e-06,-7.66e-06,,,,2.58,0.07,-0.06,,,,,,,,,,,5634.0,0.04,,4.51,2.51,0.98,0.91,13.457,13.3335,1.41593,0,1,0
Kepler-931 b,b,Kepler-931,Gaia DR2 2078696001543253248,297.1326937,42.7682885,2016,Transit,8.03755877,2.315e-05,-2.315e-05,,,,1.33,0.14,-0.09,,,,,,,,,,,5241.0,-0.01,,4.55,4.68,0.86,0.81,14.643,14.488,,0,1,0
Kepler-1650 b,b,Kepler-1650,Gaia DR2 2078524482038704000,297.7292296,42.8666919,2017,Transit,1.53818001,1.55e-06,-1.54e-06,,,,0.96,0.11,-0.1,,,,,,,,,,,3410.0,-0.11,-1.871,,,0.33,0.33,17.07,15.7393,7.41203,0,1,0
Kepler-305 b,b,Kepler-305,Gaia DR2 2073547954981763328,299.2242557,40.343167,2013,Transit,5.487,,,,,,3.6,0.9,-0.36,10.5,2.6,-2.0,10.5,2.6,-2.0,Mass,,,,,,,4.51,,0.76,0.8,15.851,15.7661,1.12405,1,1,0
Kepler-1858 b,b,Kepler-1858,Gaia DR2 2128318305636573824,292.3074315,46.626579,2021,Transit,88.07160187,,,,,,2.422,,,,,,,,,,,,,4939.0,0.16,,4.51,,0.79,0.82,15.959,15.6406,1.17257,0,1,0
Kepler-1130 b,b,Kepler-1130,Gaia DR2 2106406069684947840,285.207421,45.384333,2016,Transit,5.45298175,1.294e-05,-1.294e-05,,,,0.8,0.16,-0.03,,,,,,,,,,,5403.0,-0.06,,4.57,1.58,0.9,0.81,12.509,12.3956,3.98189,0,1,0
Kepler-1851 b,b,Kepler-1851,Gaia DR2 2106494580370491392,285.6737597,45.6398375,2021,Transit,12.02289963,,,,,,3.9,,,,,,,,,,,,,5982.0,-0.28,,4.54,,0.97,0.88,15.699,15.6445,0.600137,0,1,0
Kepler-1751 b,b,Kepler-1751,Gaia DR2 2132220334960823552,284.8465476,49.6923412,2021,Transit,7.01731014,,,,,,1.824,,,,,,,,,,,,,6052.0,-0.26,,4.46,,0.97,0.97,15.455,15.232,0.745576,0,1,0
Kepler-1893 b,b,Kepler-1893,Gaia DR2 2079299809530106496,298.4012866,44.8381709,2021,Transit,4.17936993,,,,,,1.706,,,,,,,,,,,,,5633.0,0.16,,4.3,,0.97,1.16,15.152,14.8964,0.923566,0,1,0
Kepler-1311 d,d,Kepler-1311,Gaia DR2 2102877015319104640,289.6512597,43.8244445,2021,Transit,197.5110016,,,,,,9.658,,,,,,,,,,,,,5616.0,0.04,,4.0,,1.03,1.67,13.528,13.3176,1.12557,0,1,0
Kepler-1689 b,b,Kepler-1689,Gaia DR2 2052740449026979584,291.5741663,38.6559433,2020,Transit,8.483,,,,,,0.947,,,,,,,,,,,,,5731.43,-0.146,-0.016,4.45,,1.02,1.0,12.227,12.1077,3.37116,0,1,0
Kepler-1847 b,b,Kepler-1847,Gaia DR2 2079680137473255808,296.6014013,44.3252289,2021,Transit,11.12969971,,,,,,2.745,,,,,,,,,,,,,6122.0,-0.18,,4.49,,1.04,0.96,16.027,15.8633,0.563997,0,1,0
Kepler-1865 b,b,Kepler-1865,Gaia DR2 2077420641081096576,293.941238,41.5904136,2021,Transit,2.52400994,,,,,,1.577,,,,,,,,,,,,,5420.0,-0.06,,4.49,,0.85,0.87,15.468,15.5426,1.05654,0,1,0
Kepler-1663 b,b,Kepler-1663,Gaia DR2 2129578826996503040,290.4015156,48.8227234,2020,Transit,17.6046,,,,,,3.304,,,,,,,,,,,,,3844.0,,-1.109,4.63,,0.61,0.63,16.069,15.6164,2.9307,0,1,0
Kepler-1073 d,d,Kepler-1073,Gaia DR2 2052069201482198784,294.1527259,38.2330886,2021,Transit,2.50476003,,,,,,1.488,,,,,,,,,,,,,5509.0,0.16,,4.31,,0.92,1.12,14.749,14.5317,1.20622,0,1,0
K2-374 b,b,K2-374,Gaia DR2 607937055787752576,137.3794986,16.3558324,2022,Transit,4.521953,0.00032,-0.000409,,,,1.593,0.061,-0.058,,,,,,,,,,,5789.0,-0.292,,4.39,,0.73,0.91,12.783,12.6473,2.75372,0,1,0
KIC 8540376 c,c,KOI-7892,Gaia DR2 2105414310196331264,282.3775397,44.694569,2015,Transit,75.2,38.9,-1.1,,,,2.4,1.9,-1.4,,,,,,,,,,,6474.0,-0.16,,4.31,,1.04,1.26,14.411,14.2165,0.90386,0,1,0
K2-168 b,b,K2-168,Gaia DR2 6826271727199243264,333.1100738,-16.3418863,2018,Transit,15.8523,0.0025,-0.0012,,,,1.86,0.24,-0.11,,,,,,,,,,,5502.7,,,,,0.88,0.83,12.365,12.0976,4.07235,0,1,0
OGLE-2017-BLG-0406L b,b,OGLE-2017-BLG-0406L,,268.999667,-29.8631389,2020,Microlensing,,,,3.5,0.3,-0.3,,,,130.0,20.0,-20.0,130.0,20.0,-20.0,Mass,,,,,,,,,0.56,,26.1,,,0,0,0
HIP 38594 c,c,HIP 38594,Gaia DR2 5602386058511578368,118.5439118,-25.3023073,2020,Radial Velocity,3477.768,229.001,-229.001,3.805,0.172,-0.172,,,,,,,48.4,7.4,-7.4,Msini,48.4,7.4,-7.4,,,,,,0.61,,9.75,9.08528,56.1868,0,0,1
Kepler-913 c,c,Kepler-913,Gaia DR2 2076924314661348736,297.5830564,41.9523531,2021,Transit,5.93911982,,,,,,3.858,,,,,,,,,,,,,6068.0,0.16,,4.04,,1.29,1.8,15.522,15.7385,0.981103,0,1,0
