pl_rade,Teq,st_teff,pl_orbsmax,st_met
2.12,2296.0,5870.0,0.02372935293662512,-0.06
1.75,2514.0,5174.0,0.008383128652108204,0.05
2.07,828.0,4005.0,0.039840521141922505,-0.32
2.42,1889.0,5403.0,0.01720202487738081,0.0
10.42,556.0,5965.0,0.3271254464538356,-0.04
1.75,694.0,5677.0,0.1418,-0.29
1.56,1063.0,5620.0,0.0516,-0.19
2.19,1237.0,5960.0,0.0858,0.09
3.49,913.0,5742.0,0.134,0.38
2.0,559.0,3845.0,0.0614,-0.09
2.54,498.0,3459.0,0.0494,-0.01
1.28,1020.0,5503.0,0.0622,0.07
2.01,807.0,6570.0,0.1817,-0.03
3.49,978.0,5610.0,0.0602,-0.19
2.12,890.0,4667.0,0.0304,-0.08
2.57,930.0,5528.0,0.0699,-0.1
2.44,984.0,5172.0,0.0459,-0.09
1.63,798.0,4629.0,0.0448,-0.14
2.19,556.0,4629.0,0.0923,-0.14
2.9,1061.0,4676.0,0.0274,-0.14
3.0,818.0,6351.0,0.149,0.01
3.228,1330.0,5987.0,0.04813,0.1
2.03,801.0,5315.0,0.0769,-0.09
1.579,5031.0,5236.0,0.0018136511088815831,0.237
1.61,1322.0,5383.0,0.02308688064613048,0.1
1.677,943.0,5335.0,0.0535410870608136,-0.171
1.176,1119.0,6145.0,0.0997,0.119
1.5,2424.0,5307.0,0.009675102664945786,0.02
2.1,2157.0,5719.0,0.014866760255960296,-0.02
11.42,1312.0,5444.0,0.04074851312840604,0.0
2.24,1398.0,5884.0,0.04441224609774342,0.01
1.55,2314.0,6080.0,0.027029728346555832,0.05
1.38,4190.0,4861.0,0.0021435235581111806,0.07
3.18,1650.0,5143.0,0.019,-0.28
2.52,576.0,5770.0,0.39,0.29
2.3,1676.0,5792.0,0.023761410891222332,0.0
2.58,766.0,5044.0,0.07237103700403748,-0.07
2.9,1269.0,5099.0,0.0266860056380403,0.0
3.124,814.0,5236.0,0.06933255997052083,0.237
1.62,2036.0,5909.0,0.03819485808584035,0.05
1.64,2461.0,5792.0,0.011022062545772435,0.0
2.4,2334.0,4094.0,0.004963946881232385,-0.45
2.43,1596.0,5753.0,0.027188181689687972,-0.02
3.41,531.0,5753.0,0.2458705901215456,-0.02
4.35,897.0,6327.0,0.1536,-0.311
2.6,465.0,4258.0,0.0946,-0.3
6.793,1055.0,5326.0,0.04913,0.051
3.72,680.0,5794.0,0.145,-0.02
2.213,1336.0,5789.0,0.04051392985834492,-0.292
2.231,520.0,3660.0,0.05023,-0.013
1.64,2808.0,5477.0,0.0068978163509744485,0.03
1.65,1959.0,5477.0,0.014173360106102123,0.03
1.736,2492.0,5937.0,0.015325627761494815,-0.176
2.44,1167.0,6327.0,0.0907,-0.311
2.25,1023.0,5790.0,0.0632,-0.12
1.47,541.0,5245.0,0.1685,-0.1
1.36,1639.0,5563.0,0.024201746950665903,0.014
2.668,347.0,3660.0,0.11283,-0.013
3.66,1895.0,5367.0,0.016375459117598298,0.124
0.73,1297.0,3068.0,0.006,-0.33
1.62,3084.0,6160.0,0.011728890434072266,0.03
3.13,731.0,5397.0,0.1007,-0.09
1.94,1114.0,5911.0,0.07648189018619192,-0.01
1.12,1651.0,5181.0,0.018100034266128787,-0.08
0.89,4910.0,5252.0,0.0020043914403394354,0.0
0.65,3412.0,4439.0,0.002227083333644883,-0.03
1.2,4346.0,5598.0,0.0039567423543389445,-0.01
1.93,3333.0,5759.0,0.009021213634024932,-0.16
2.14,752.0,5337.0,0.08086045096516649,-0.09
1.93,3150.0,6386.0,0.012394102495719782,0.05
2.38,1289.0,6202.0,0.07060196487492817,0.06
1.5,1745.0,3359.0,0.0025872811875306163,-0.3
1.22,3983.0,5166.0,0.0030910029773896556,0.01
1.076,1400.0,3623.0,0.004221968965109669,0.068
1.191,1021.0,3623.0,0.007936346666608661,0.068
1.392,809.0,3623.0,0.012637529325840634,0.068
1.345,671.0,3623.0,0.018380512555172274,0.068
2.222,567.0,3623.0,0.02578272180992762,0.068
1.73,934.0,4491.0,0.0382,-0.01
2.6,997.0,5145.0,0.048,0.0
2.85,710.0,4491.0,0.0662,-0.01
2.06,1691.0,4687.0,0.02416689656926377,-0.52
2.678,1431.0,5716.0,0.04633000867328654,-0.378
0.75,942.0,4684.0,0.04298,-0.2
3.05,860.0,5161.0,0.0729,0.2
2.08,1276.0,5807.0,0.05434258401751089,0.02
12.386,1845.0,5311.0,0.02712,0.0
10.61,1688.0,4717.0,0.086,0.33
3.36,3216.0,6166.0,0.01559612330241442,0.07
2.91,1353.0,5403.0,0.02288355020294389,0.01
3.52,867.0,4841.0,0.051457657764517925,-0.04
2.6,1694.0,6112.0,0.06130517640915593,0.03
1.47,1274.0,6087.0,0.05645638424835833,0.02
3.7,849.0,4950.0,0.056,0.3
7.16,632.0,6174.0,0.287,-0.073
2.01,1980.0,5682.0,0.028148570802323313,0.05
1.35,1790.0,4830.0,0.012300824371336694,-0.01
2.55,779.0,4984.0,0.06475922250744225,-0.14
1.91,689.0,3930.0,0.0532,-0.33
1.16,1542.0,5282.0,0.021888242689834754,-0.04
2.9,1413.0,6185.0,0.052885112798016796,0.23
3.18,1109.0,6666.0,0.12894926916231453,0.05
0.76,1624.0,4116.0,0.0117,-0.205
2.116,768.0,5590.0,0.0586,0.014
1.929,798.0,4343.0,0.0552,-0.102
1.219,850.0,4343.0,0.0487,-0.102
1.04,4005.0,5545.0,0.0038352114183555453,-0.13
1.31,1648.0,4985.0,0.014433778094885929,-0.1
2.74,618.0,4540.0,0.0792,0.04
2.87,738.0,5663.0,0.13709616064781918,-0.12
2.13,590.0,4861.0,0.11475454057885941,0.09
3.77,591.0,5139.0,0.1291,0.07
1.78,1563.0,5812.0,0.044586011178208956,0.04
2.92,1066.0,5071.0,0.04088205415122609,-0.08
0.94,3748.0,5530.0,0.0062860558702638345,0.2
2.27,519.0,5069.0,0.2413297417183822,-0.19
2.08,1667.0,5913.0,0.04753567469231063,0.0
2.86,839.0,5550.0,0.09053762331244228,0.01
3.01,705.0,5734.0,0.15182219940099462,0.04
13.45,1548.0,6210.0,0.03035,0.37
1.99,1367.0,5753.0,0.046629247089074295,-0.03
2.67,467.0,6095.0,0.43985126360807525,0.08
1.21,1007.0,5558.0,0.067,-0.37
1.84,1775.0,5683.0,0.047557706964243066,-0.09
0.76,1305.0,5852.0,0.0646749021385875,-0.07
1.9,833.0,5706.0,0.17863917600868956,-0.11
2.0,1827.0,4598.0,0.009226921712775383,0.13
1.69,1469.0,4598.0,0.014264951073416887,0.13
0.82,3609.0,5869.0,0.00612808659653518,0.05
1.05,3406.0,4508.0,0.001936503925602968,0.05
1.53,5208.0,5106.0,0.001624691094597718,-0.02
1.39,4012.0,6481.0,0.012713393386210733,0.06
0.8,3091.0,6138.0,0.010918653136518611,0.12
1.62,1254.0,5044.0,0.023328822748870763,0.04
1.666,1213.0,5673.0,0.03666218114658287,-0.1
1.8,425.0,3810.0,0.1159,-0.1
12.22,1471.0,5800.0,0.0446,0.15
2.359,996.0,5601.0,0.040840134491421314,-0.216
1.361,1201.0,4663.0,0.024029652315260875,-0.25
1.313,2043.0,5682.0,0.014203429043198797,-0.234
2.945,1615.0,5479.0,0.025530317827190657,-0.064
2.061,2029.0,6138.0,0.03170310832195485,0.049
2.243,1697.0,5822.0,0.04109596161630166,-0.091
1.693,964.0,4200.0,0.03288378746048898,-0.008
1.689,732.0,4473.0,0.06667235223917431,-0.244
2.072,956.0,5452.0,0.05778303856223852,-0.027
1.539,2550.0,4844.0,0.006362645044758927,-0.224
2.32,1882.0,5749.0,0.019827288073893085,0.074
2.352,1745.0,5678.0,0.02732032651132167,0.076
1.692,1422.0,4938.0,0.01092347008950037,-0.388
8.18,699.0,4812.0,0.0773,0.22
3.26,925.0,5452.0,0.05720695305894191,-0.09
2.67,1768.0,5935.0,0.03214340416455284,0.01
4.88,921.0,5939.0,0.092,0.17
3.58,654.0,4870.0,0.0856,-0.02
2.0,599.0,4927.0,0.1124,0.07
1.64,517.0,3745.0,0.083,0.11
3.206,858.0,5569.0,0.07917491378769358,-0.06
2.28,1743.0,5215.0,0.015357582663235699,-0.05
3.24,2069.0,5836.0,0.014150560815654304,0.09
1.19,4722.0,5468.0,0.0025958748395780297,-0.04
3.95,2323.0,5863.0,0.014553082666941636,0.01
1.78,3172.0,6109.0,0.01007715707030153,0.01
2.7,370.0,5176.0,0.3443579594180465,-0.01
1.53,902.0,4540.0,0.0372,0.04
9.21,2741.0,5181.0,0.007853961914076099,-0.01
2.97,2356.0,6129.0,0.0202491440721365,0.07
1.6,1331.0,5722.0,0.06521290938069131,0.04
1.25,2654.0,4708.0,0.005121905225431882,0.06
1.56,6160.0,5144.0,0.0014636953334249711,-0.01
1.42,2023.0,6209.0,0.040143985023934556,0.16
2.16,856.0,5870.0,0.10106134468596073,0.04
3.04,448.0,5515.0,0.24434209202112644,-0.08
2.74,1143.0,5875.0,0.05741,-0.106
1.3,2078.0,4985.0,0.009074943618409092,-0.1
1.11,6581.0,5869.0,0.002530017280075041,-0.04
1.6,3502.0,4848.0,0.0030735897196051735,-0.02
1.47,1605.0,6154.0,0.04019559704539125,0.08
1.4,545.0,3788.0,0.0781,-0.28
0.78,933.0,3068.0,0.0116,-0.33
2.69,980.0,5997.0,0.09934546508020364,0.22
3.06,1567.0,5322.0,0.02292275519321673,0.08
3.01,1518.0,5443.0,0.023977827375954764,-0.03
2.0,1352.0,5636.0,0.026382495912729672,0.13
1.14,789.0,4231.0,0.04279334058734975,-0.09
2.25,1674.0,6113.0,0.03168452690513271,0.07
3.96,440.0,5232.0,0.2769333439386423,0.07
2.6,844.0,6198.0,0.12981473979072816,0.02
2.61,1265.0,5975.0,0.05267810913420234,-0.01
3.69,1737.0,5445.0,0.018825718196122908,-0.1
1.75,1138.0,5667.0,0.045460714635434565,0.01
9.76,2575.0,5715.0,0.01059486702273348,0.02
1.28,1795.0,5187.0,0.017168343974632568,-0.1
1.46,3725.0,4870.0,0.0023661473135060656,0.01
1.06,3419.0,4612.0,0.0027699639104862683,0.04
1.38,1622.0,4385.0,0.020137179984778538,-0.66
1.36,503.0,4828.0,0.15844460042992217,0.01
2.11,1801.0,5842.0,0.022989636297693326,-0.23
2.84,1649.0,6388.0,0.03949281654681398,0.03
1.4,2094.0,5064.0,0.010049823100307867,-0.13
1.25,1273.0,4002.0,0.013729639103361292,-0.06
2.02,1575.0,6194.0,0.05336727958142116,0.0
5.14,2599.0,5520.0,0.019511294434977455,0.07
5.63,875.0,5602.0,0.13877614753225637,-0.06
0.92,2467.0,5770.0,0.021081198356814032,0.03
1.23,3051.0,6417.0,0.015051696976946872,0.13
2.38,2127.0,5896.0,0.029213332115948083,0.23
1.14,1935.0,6053.0,0.021594071058987235,0.03
2.28,1582.0,5668.0,0.02713146280113778,-0.1
1.0,2793.0,5828.0,0.014683446675138712,0.03
1.45,1707.0,4903.0,0.01571912308458007,-0.07
9.1,875.0,5300.0,0.0711,0.36
1.18,5140.0,5791.0,0.00264280184728093,-0.02
1.73,1259.0,5904.0,0.07235377655720932,0.03
1.47,2502.0,5806.0,0.01621924026805907,0.07
1.32,3959.0,6341.0,0.0118191053346105,0.09
4.2,1757.0,6117.21,0.059491587664471796,0.144
1.46,3830.0,5857.0,0.004952330594953778,0.03
2.06,1471.0,5421.0,0.025915268491902736,0.01
2.82,594.0,5664.0,0.23177256811269364,-0.04
5.38,2567.0,5723.0,0.018002172745405463,0.06
1.28,4026.0,5105.0,0.002726056725672204,-0.03
2.5,537.0,5157.0,0.14590106923905177,0.13
4.18,1003.0,6725.0,0.13123981913551627,0.02
12.92,1263.0,5950.0,0.0523,0.15
11.59,385.0,5990.0,0.51,0.05
1.74,1412.0,5904.0,0.0677,0.025
0.93,1042.0,5686.0,0.08247297532143097,-0.18
0.86,2246.0,5131.0,0.009199772268550914,0.0
1.83,1372.0,3753.0,0.011299791580409361,-0.09
2.49,1168.0,5570.0,0.03785195035829025,-0.01
0.82,4640.0,4865.0,0.001760889453818497,0.11
3.55,1678.0,6769.0,0.050048504937319147,0.06
16.25,1519.0,6360.0,0.0679,-0.01
13.9,788.0,6350.0,0.164,0.1
2.19,790.0,5893.0,0.10476077436227173,0.04
1.26,2451.0,5043.0,0.007311418487436621,-0.01
3.61,1139.0,5630.0,0.047501064426187095,0.03
2.47,1446.0,5746.0,0.05188580971704992,-0.35
2.63,600.0,5494.0,0.16606007220714877,0.05
2.33,889.0,4685.0,0.04178277766218985,0.02
2.67,658.0,5690.0,0.16398419861230704,-0.06
13.85,1843.0,5599.0,0.0312,0.38
6.14,400.0,5600.0,0.676,-0.17
2.24,346.0,5431.0,0.563,0.02
2.64,1848.0,5075.0,0.013817563106218067,-0.01
2.16,1998.0,5849.0,0.027548506096430798,0.06
2.52,1484.0,3827.0,0.010087228981365859,-0.06
2.71,884.0,6170.0,0.13311228414847256,0.0
19.504,3925.0,6330.0,0.009479191043500099,-0.25
11.31,838.0,5650.0,0.0844,0.02
2.41,1622.0,5924.0,0.030995068369092306,0.01
3.2,1065.0,5904.0,0.1189,0.025
4.02,794.0,5904.0,0.2138,0.025
4.46,730.0,5904.0,0.2535,0.025
1.31,1176.0,6080.0,0.074,-0.12
11.43,1024.0,5740.0,0.0461,0.0
1.58,1543.0,5674.0,0.08649460151907051,0.07
1.44,674.0,4842.0,0.0795,-0.17
2.41,811.0,5620.0,0.0886,-0.19
1.92,1838.0,5791.0,0.02239448818233475,-0.05
1.19,1072.0,6080.0,0.089,-0.12
11.825,1180.0,5416.0,0.04163,0.133
1.32,1581.0,6015.0,0.041082385122441854,0.098
5.44,356.0,5922.0,0.7983558111425224,0.11
2.99,325.0,4662.0,0.3366086235605457,0.19
2.72,1488.0,5310.0,0.021139263994574893,-0.02
2.72,365.0,5225.0,0.3637918325044211,-0.16
1.22,980.0,4870.0,0.04143106089301999,0.04
2.98,1132.0,5609.0,0.053478340176934154,-0.01
2.17,1052.0,4027.0,0.026063095938836975,-0.12
1.18,1923.0,5753.0,0.017622727819387028,-0.01
1.73,479.0,5798.0,0.2891616317048068,-0.26
1.34,1545.0,3655.0,0.006514513633805333,0.44
1.37,2667.0,5745.0,0.011534713181883875,0.0
6.64,540.0,5694.0,0.4362611079699929,-0.05
2.66,2735.0,6761.0,0.023961334100764158,0.03
1.666,1234.0,5569.0,0.038260689786433225,-0.06
6.277,3966.0,4881.0,0.010978080428592718,0.32
8.73,871.0,5732.0,0.1315666659682847,-0.11
1.18,2635.0,4940.0,0.006029059167174253,0.15
2.6,969.0,4913.0,0.0405283956829842,-0.03
3.38,733.0,4758.0,0.07185472884593254,0.01
2.36,535.0,4871.0,0.14018068496014727,-0.13
3.02,1775.0,6496.0,0.04335228331945619,0.04
1.43,2832.0,5850.0,0.010399514273144924,0.05
2.29,1874.0,5259.0,0.04182977925785254,-0.05
8.2,2186.0,6185.0,0.013260753758616937,0.05
1.91,2297.0,6175.0,0.03724201099571364,0.04
2.15,930.0,4954.0,0.0483132744435622,0.04
2.0,3451.0,5334.0,0.004225973582119396,-0.03
1.87,900.0,6227.0,0.19364292799177926,0.04
1.95,1472.0,5665.0,0.04053344555946432,0.23
1.64,177.0,4340.0,0.64,-0.57
1.77,1573.0,5961.0,0.053370786336528975,0.01
1.3,1297.0,5956.0,0.0589599824863463,0.09
2.9,1439.0,5678.0,0.04211855049579426,-0.03
0.88,1379.0,4557.0,0.016770688683856082,-0.06
2.66,494.0,6080.0,0.42,-0.12
1.31,1028.0,5802.0,0.10798588590423792,0.01
1.29,2646.0,5902.0,0.012480203878292396,0.04
1.238,528.0,4884.0,0.1404,0.02
0.82,3930.0,6104.0,0.006924205413445952,-0.2
2.63,347.0,4120.0,0.2324,0.24
2.66,473.0,5542.0,0.3420608617231255,0.31
1.81,430.0,5225.0,0.2832,0.14
0.97,1775.0,6170.0,0.04304950931564636,0.16
3.58,3666.0,5633.0,0.008492005948974804,-0.05
4.63,2595.0,5626.0,0.010095095321966273,-0.01
1.98,3089.0,6014.0,0.010624123770774874,0.03
2.95,917.0,6152.0,0.09285244778984668,-0.02
12.67,996.0,5977.0,0.1143,0.25
10.16,1780.0,4908.0,0.044733302254949196,0.13
2.46,1265.0,5346.0,0.03712545701920418,-0.02
2.57,306.0,5324.0,0.5637826301386499,0.02
2.95,1988.0,6310.0,0.029160326290677597,0.09
2.06,974.0,5865.0,0.1312390309130001,0.06
2.94,271.0,4350.0,0.39263653409547744,0.06
1.29,5074.0,6241.0,0.006627393131438953,0.07
2.48,1924.0,5785.0,0.020154344540587576,-0.03
4.64,465.0,5541.0,0.4000637883945966,-0.02
11.097,389.0,5830.0,0.534,0.16
2.28,1989.0,5523.0,0.01745956978873863,0.07
2.87,1190.0,5967.0,0.05959849719922536,0.04
0.99,3698.0,5754.0,0.008957787341194503,0.29
2.11,1516.0,5730.0,0.08167859031349774,-0.17
2.25,1262.0,5809.0,0.06954948794210547,0.06
2.99,740.0,5453.0,0.10030382964354867,-0.04
1.67,1429.0,5663.0,0.02816994618429179,0.06
1.88,689.0,5448.0,0.12432220758927591,-0.02
1.23,2614.0,4692.0,0.00582512449591522,-0.06
1.25,2896.0,6079.0,0.012487756601853904,-0.12
1.91,1258.0,5727.0,0.044316289206450706,0.0
3.21,449.0,5867.0,0.4315393311880469,-0.14
3.17,2213.0,6403.0,0.035287665247108455,0.04
1.82,1882.0,4725.0,0.01182554529558232,0.05
1.82,2311.0,6140.0,0.019992440310275944,0.01
0.53,893.0,5046.0,0.06,-0.55
2.48,2046.0,6228.0,0.03483597720632914,-0.1
1.41,1748.0,6370.0,0.041131276406674994,0.03
2.01,1091.0,5261.0,0.041155128542146216,-0.09
6.09,632.0,6260.0,0.3749922971507398,0.09
4.65,2035.0,6146.0,0.020191654523237693,0.04
5.59,438.0,4834.0,0.17948640478110367,-0.01
1.02,1972.0,5487.0,0.017352963544994358,0.13
1.55,916.0,5884.0,0.08563588459694092,-0.07
2.7,1115.0,6101.0,0.13174811955414928,0.14
0.71,5087.0,5586.0,0.0035979853131562064,0.01
1.54,5207.0,5063.0,0.001455102800846694,-0.18
2.82,1092.0,5765.0,0.07804412974149809,0.04
2.34,2698.0,6237.0,0.017858004264419455,0.05
2.12,2144.0,5944.0,0.047496719391569096,0.05
5.3,609.0,6340.0,0.26,-0.076
1.38,1261.0,4877.0,0.0247,0.26
1.65,4202.0,5761.0,0.006694376985713334,0.06
4.11,2883.0,5028.0,0.025289923136869834,-0.03
1.25,1356.0,5667.0,0.0684,0.33
1.38,2853.0,5877.0,0.012462680192500719,0.22
1.51,1219.0,6210.0,0.07441867765974686,0.12
1.62,549.0,5767.0,0.3338915188961655,0.02
2.07,726.0,5862.0,0.1599057973403479,-0.09
3.74,1255.0,5993.0,0.06249478412762421,0.09
11.2,252.0,5266.0,0.8740352813278953,0.21
1.39,2644.0,5743.0,0.011925293231320352,0.03
2.29,1387.0,5323.0,0.027627631217851154,-0.13
1.21,5195.0,5123.0,0.001715474863378635,0.03
1.58,5028.0,5708.0,0.0025441875811609426,0.0
3.31,1155.0,6161.0,0.06934080916599342,0.01
2.28,1073.0,5508.0,0.07127660717905865,-0.07
3.82,527.0,5756.0,0.17973607835859504,0.06
9.17,1495.0,5419.0,0.027824748361593633,0.0
3.01,792.0,5697.0,0.10653576959965581,-0.08
3.21,1179.0,6346.0,0.08986077821268046,0.09
5.05,781.0,3980.0,0.0391,0.25
3.172,831.0,5784.0,0.11430183025045333,0.06
0.97,4991.0,5818.0,0.004589347069662992,-0.04
3.75,1796.0,5871.0,0.02775680813375708,0.02
1.418,2023.0,5748.0,0.020463023583198358,-0.11
1.364,2497.0,5233.0,0.00741995762722792,-0.04
2.54,522.0,4742.0,0.1229,-0.33
3.73,917.0,6424.0,0.12161239488213249,0.05
1.79,1762.0,5994.0,0.02656356701408331,0.08
2.47,339.0,5202.0,0.47920024727650445,-0.07
2.84,1462.0,5343.0,0.02716855157799164,0.0
1.07,1179.0,5550.0,0.07069438996439173,-0.04
1.97,654.0,4339.0,0.0656,0.02
2.39,698.0,5788.0,0.14237064694335372,-0.1
1.679,3284.0,5716.0,0.006590160118108745,0.13
1.46,4245.0,5851.0,0.003941144702335601,0.0
1.43,2193.0,5570.0,0.0278478742954201,0.1
1.16,731.0,4009.0,0.0373,0.32
3.08,792.0,5021.0,0.06708354181271123,-0.04
13.563,1773.0,5700.0,0.0345,0.29
2.69,1530.0,5882.0,0.03675194163141737,0.03
3.642,1006.0,5979.0,0.11260049445199083,0.1
2.569,1759.0,5757.0,0.024153791606432155,0.25
2.513,1715.0,5015.0,0.013254217176435277,0.03
3.579,1557.0,5967.0,0.03977768659986335,0.04
2.038,2119.0,5909.0,0.0268406960139693,0.05
2.37,975.0,5522.0,0.05694441581312798,-0.04
1.68,2227.0,5102.0,0.00958515770028489,-0.09
18.0,936.0,7147.0,0.054,0.055
1.498,2012.0,5979.0,0.0383450210880478,-0.18
2.6,566.0,5263.0,0.098,-0.037
1.35,1806.0,5977.0,0.0289,-0.01
1.99,1543.0,6077.0,0.047505580157043,0.0
2.9,2871.0,6564.0,0.01589907939410163,0.22
4.42,1468.0,5322.0,0.022477691359209347,-0.02
1.273,1893.0,5548.0,0.017411197641892678,0.26
7.5,765.0,5625.0,0.11856171113918476,0.34
2.73,611.0,5413.0,0.1103,-0.03
2.552,756.0,5377.0,0.0765880184671265,0.07
2.6,483.0,4484.0,0.096,-0.225
3.31,472.0,3566.0,0.0525,0.1
2.5,935.0,5519.0,0.068,0.0
4.602,1171.0,5784.0,0.05731126737434392,-0.038
2.56,903.0,5667.0,0.0806,0.08
1.371,1336.0,5000.0,0.024537837096622744,-0.07
2.606,1367.0,5522.0,0.033490838068044954,0.11
2.43,1063.0,5854.0,0.0834,0.05
1.348,2898.0,5753.0,0.010751841871508187,0.13
2.39,808.0,5660.0,0.1104,0.04
2.67,781.0,5772.0,0.1814,-0.07
2.466,1542.0,4937.0,0.01716971214947883,0.14
2.48,692.0,5131.0,0.091,-0.46
3.249,1706.0,5791.0,0.05021057360280646,-0.23
2.433,1419.0,5912.0,0.06,0.0
3.558,1502.0,5525.0,0.02354412300440487,0.09
2.53,699.0,4740.0,0.0698,-0.05
1.4,4347.0,5507.0,0.0028623218928363367,0.13
2.795,1001.0,5043.0,0.04630262883472618,-0.14
2.02,708.0,4742.0,0.0667,-0.33
6.117,2908.0,4972.0,0.02533089033070703,-0.03
0.869,2792.0,4720.0,0.005152411518744456,-0.06
1.92,406.0,4057.0,0.1195,0.2
11.882,1626.0,5280.0,0.022,0.08
2.76,351.0,4035.0,0.1649,0.03
1.996,1147.0,5890.0,0.07178647759679463,-0.26
3.134,549.0,5271.0,0.13843,-0.06
1.343,1032.0,5033.0,0.03308,-0.09
1.281,727.0,5033.0,0.06666,-0.09
2.358,481.0,5033.0,0.15224,-0.09
2.26,576.0,5006.0,0.12410865235282759,0.03
1.32,1822.0,5676.0,0.037768582552587096,-0.05
1.66,3447.0,5612.0,0.006832271022880007,0.194
6.96,616.0,5646.0,0.1576264844871606,0.02
1.19,1638.0,6188.0,0.03595681605437007,-0.02
1.54,1476.0,5715.0,0.030997145693302176,-0.05
0.66,2041.0,5555.0,0.01387689605364435,-0.13
3.68,941.0,5564.0,0.04941909883916936,0.01
2.14,1558.0,5519.0,0.02122339660303187,0.01
2.51,1784.0,5547.0,0.020276966865748845,0.06
2.9,788.0,5879.0,0.178,0.02
1.27,2246.0,5732.0,0.015339406924049958,0.02
3.01,1004.0,6127.0,0.07817673843576099,0.02
1.66,1331.0,5216.0,0.022294645921753023,-0.04
1.18,1434.0,5100.0,0.029490659405809777,-0.06
1.25,717.0,3788.0,0.0451,-0.28
2.01,1663.0,5935.0,0.04064374173762916,0.05
6.8,538.0,5773.0,0.23289674568017718,0.02
1.74,2292.0,6028.0,0.01375954219128591,0.06
3.39,2617.0,5992.0,0.0172407214657596,0.09
2.33,1257.0,5431.0,0.0354860134534749,-0.05
1.53,2785.0,5976.0,0.01043381783580622,-0.08
1.77,2795.0,5928.0,0.008997040949498936,0.04
10.24,1213.0,5286.0,0.02777328641248195,0.16
2.04,832.0,5544.0,0.11234788777375036,-0.03
1.49,1285.0,4223.0,0.013922907339816841,-0.06
2.38,769.0,5797.0,0.12791509484430627,-0.03
1.41,4115.0,5226.0,0.002785761929588954,-0.04
1.66,2850.0,5527.0,0.005921279325000103,0.03
2.56,1061.0,5653.0,0.06111423843973894,0.15
3.16,854.0,5616.0,0.0920169795085104,0.01
3.24,1327.0,4642.0,0.020889633516286872,0.07
2.24,987.0,5638.0,0.094,-0.29
2.15,492.0,4017.0,0.14127511299435985,0.03
4.83,3051.0,6038.0,0.011833749805070402,0.14
2.69,2459.0,5624.0,0.011602186680648217,0.08
6.54,2348.0,5355.0,0.00978280804412373,0.0
1.97,3277.0,5703.0,0.006857924311453956,-0.03
7.37,1885.0,5559.0,0.03358290555404132,-0.05
3.05,1761.0,5661.0,0.02347326518546119,-0.28
2.9,306.0,5297.0,0.511714672973613,-0.1
0.98,2787.0,5780.0,0.012379392023978567,0.0
3.68,1593.0,5612.0,0.043795624329634276,-0.03
4.08,1789.0,5816.0,0.04063730263667361,0.12
2.63,2911.0,5835.0,0.011596538977242441,0.0
1.02,2222.0,4754.0,0.006965490579090948,0.01
1.63,2259.0,4751.0,0.006509852091245867,-0.07
4.29,3608.0,5447.0,0.005083474998133879,0.14
3.72,783.0,6174.0,0.187,-0.073
1.19,3353.0,4940.0,0.0038431645934644005,-0.16
1.47,1655.0,5517.0,0.020536835506075785,0.03
0.9,3701.0,6126.0,0.00795093587600526,0.01
2.69,843.0,5301.0,0.06876228090185423,-0.03
2.66,1456.0,5461.0,0.026469653355271173,-0.02
2.47,486.0,5614.0,0.2180831411422813,-0.04
2.0,1076.0,4435.0,0.02735722211265695,-0.17
2.17,1232.0,5680.0,0.07311812499936242,-0.02
2.12,747.0,5610.0,0.11622850815336334,0.04
2.11,2009.0,5839.0,0.032294945265930255,0.34
2.18,1102.0,5208.0,0.03548028689036848,-0.05
1.29,2033.0,5556.0,0.014826012537156654,0.05
2.64,971.0,5281.0,0.04425805178887132,-0.1
2.38,1846.0,5215.0,0.01609021225956629,0.01
1.72,946.0,6026.0,0.13369634919039605,0.0
0.93,2699.0,6335.0,0.020388492907914394,0.05
1.9,1072.0,6159.0,0.1096921780160559,0.03
1.13,896.0,4540.0,0.03768259913053587,0.04
1.68,917.0,5840.0,0.1504388223656923,0.04
2.1,1833.0,5048.0,0.013625981544837096,-0.03
1.61,1638.0,4651.0,0.017215969652827665,0.01
1.25,5630.0,5218.0,0.0019290818188707857,0.05
0.92,1194.0,3804.0,0.014999531581131846,-0.43
1.23,1447.0,5555.0,0.027584689266621516,-0.13
1.67,2178.0,5053.0,0.0073728685052607545,-0.06
1.78,2157.0,5932.0,0.020079640553009013,0.03
1.38,1705.0,5444.0,0.019344444492856726,0.01
3.09,909.0,5066.0,0.05638338769552414,-0.08
2.39,1106.0,5268.0,0.03639913058398975,-0.07
2.49,2217.0,5490.0,0.011333997522270624,0.17
2.21,628.0,4948.0,0.09241925115952625,-0.02
2.67,684.0,4540.0,0.0648,0.04
1.21,1315.0,4540.0,0.0175,0.04
3.52,1207.0,5060.0,0.0291,0.28
1.45,329.0,5678.0,0.6193,-0.4
1.52,2115.0,6098.0,0.017639742970326593,-0.01
1.78,1696.0,6116.0,0.036247996379512745,-0.13
1.9,325.0,4258.0,0.1937,-0.3
1.84,1457.0,6194.0,0.059250901229239816,0.08
1.9,4181.0,5612.0,0.008065304062542297,-0.01
2.47,302.0,6137.0,1.2746367544540391,0.0
1.66,1385.0,5887.0,0.0473,0.16
1.88,788.0,5533.0,0.0981,0.16
4.7,695.0,3950.0,0.0417,0.41
