pl_rade,Teq,st_teff,pl_orbsmax,st_met
2.299,1104.0,5356.3,0.04461,0.14
0.87,5347.0,5196.0,0.001648541038432569,-0.02
1.51,1268.0,5356.3,0.03385,0.14
3.39,834.0,5356.3,0.0782,0.14
1.85,1394.0,5726.0,0.03977889481085008,-0.238
11.657,1307.0,6230.0,0.1001,0.22
2.26,758.0,4801.0,0.06399601821841117,-0.18
2.87,443.0,4316.0,0.1275,-0.23
1.274,3050.0,5185.0,0.0060593175204818744,-0.05
2.482,4054.0,5742.0,0.005024996181851456,-0.036
15.872,1720.0,6213.0,0.0474,-0.055
0.868,1912.0,5818.0,0.032212541818789305,0.23
14.46,1812.0,5750.0,0.03101,0.38
2.37,467.0,3600.0,0.0736,-0.5
12.218,2752.0,6065.0,0.01499474900358107,0.15
3.65,365.0,3553.0,0.1288,0.041
18.159,3421.0,5754.0,0.008279271573508627,0.27
11.31,1077.0,5131.0,0.03694,0.28
23.371,1952.0,6406.0,0.06505,-0.08
19.952,1717.0,6279.0,0.06708,0.19
11.904,966.0,5052.0,0.0423,-0.025
16.926,5227.0,6389.0,0.007000684272696074,0.26
4.36,880.0,4780.0,0.05254,0.31
18.49,902.0,5493.0,0.0769,0.07
12.229,1182.0,5925.0,0.0723,-0.069
13.02,2473.0,4739.0,0.0049529776368704035,-0.02
1.791,1427.0,3875.0,0.01159,-0.08
15.793,1539.0,5890.0,0.05885,0.1
4.32,1073.0,6182.0,0.1013,0.023
8.92,2420.0,5582.0,0.01172066517778415,0.37
11.77,815.0,5200.0,0.0818,0.3
5.7,1696.0,3636.0,0.007149917097593297,0.06
12.89,1122.0,5972.0,0.082,0.23
13.664,1591.0,6041.0,0.046,0.33
14.415,1561.0,5404.0,0.03138,0.24
15.031,1917.0,5750.0,0.02897,0.27
16.029,1438.0,5380.0,0.03166,0.25
17.777,2233.0,7598.0,0.05224,-0.405
2.838,1031.0,6273.0,0.1226,0.01
12.666,2831.0,5052.0,0.005615108948013091,-0.02
2.12,1374.0,5212.0,0.024611281813051437,-0.23
15.79,3193.0,5970.0,0.008739223405362524,0.03
1.147,727.0,3340.0,0.02661,-0.34
1.71,1509.0,6182.0,0.05119,0.023
12.11,1030.0,5150.0,0.0433,0.09
18.181,1666.0,5933.0,0.06067,0.11
10.76,1182.0,6000.0,0.0781,0.42
14.68,1673.0,5781.0,0.02591,0.26
6.11,839.0,5576.0,0.08,0.05
14.975,1581.0,5650.0,0.02282,-0.19
12.218,6229.0,5905.0,0.002769291950433618,0.15
12.812,1350.0,5013.0,0.02332,0.171
17.374,1670.0,5914.0,0.048,0.34
14.83,1539.0,5899.0,0.03302,-0.105
10.58,3687.0,5963.0,0.004607961148754677,0.15
13.361,1425.0,5560.0,0.03585,-0.1
12.22,1219.0,5725.0,0.0414,-0.21
17.822,4788.0,6820.0,0.00961306076439196,0.07
2.417,2575.0,5387.0,0.009580803795820197,0.11
15.917,2974.0,6600.0,0.01753285268577766,0.11
1.511,813.0,4699.0,0.0653,0.11
2.184,1925.0,5782.0,0.021817088375891823,-0.034
2.45,931.0,6203.0,0.1202,-0.12
1.992,597.0,5720.0,0.194,0.12
2.53,844.0,3748.0,0.02942001266688008,0.005
1.99,2663.0,5894.0,0.015657197812971913,0.34
3.15,3844.0,6747.0,0.009925047167336507,0.08
22.31,1409.0,6161.0,0.0948,-0.18
6.56,619.0,6182.0,0.3046,0.023
8.295,3754.0,6179.0,0.008850000519771086,0.32
15.917,4505.0,6400.0,0.005938455451526833,0.0
2.61,1146.0,5185.0,0.035481708590846144,0.02
3.013,485.0,5356.3,0.23109,0.14
12.06,660.0,5657.0,0.143,-0.1
17.901,2614.0,7490.0,0.040352,0.15
19.851,1690.0,6460.0,0.06608,0.072
1.283,2240.0,5563.0,0.012965731876607748,0.014
4.977,1175.0,5187.0,0.0403,0.1
11.994,1671.0,6350.0,0.0517,0.24
15.468,4186.0,6475.0,0.007214746034753243,0.0
3.06,1114.0,6302.0,0.0923,-0.06
11.276,613.0,6302.0,0.305,-0.06
1.56,390.0,3600.0,0.1058,-0.5
12.33,1382.0,5420.0,0.03453,-0.003
14.93,1554.0,6096.0,0.04978,0.11
3.444,2069.0,5373.8,0.01598,0.19
10.581,834.0,4390.0,0.04117,-0.127
17.71,3365.0,6170.0,0.012831134369981585,0.26
11.882,1874.0,6040.0,0.029868314253686783,-0.11
14.437,1915.0,6280.0,0.0453,-0.18
15.614,1434.0,6350.0,0.05287,0.12
13.675,3536.0,5950.0,0.010681741761258893,0.0
11.994,2676.0,5750.0,0.009019418711798373,-0.05
12.666,1717.0,5600.0,0.024626264456642837,0.17
11.769,1428.0,5600.0,0.03769,-0.25
15.917,3455.0,6030.0,0.015227774576318768,0.14
16.7,5149.0,5950.0,0.0040612457425380655,-0.3
2.41,919.0,4227.0,0.0367,-0.1
2.76,687.0,4227.0,0.0657,-0.1
3.12,527.0,4227.0,0.1116,-0.1
22.194,1768.0,6001.0,0.03397,-0.16
14.448,1594.0,6158.0,0.0413,0.17
16.477,2153.0,7000.0,0.0338,0.35
2.37,340.0,3457.0,0.1429,0.12
16.477,1139.0,5313.0,0.04632,-0.31
13.54,1491.0,6229.0,0.04403,0.15
13.899,1647.0,6600.0,0.048,0.1
14.908,1458.0,6000.0,0.0627,0.12
13.787,1618.0,5910.0,0.0408,0.14
11.994,1408.0,6330.0,0.058,0.31
15.244,4523.0,5990.0,0.00581353802898111,0.39
15.693,1450.0,5650.0,0.0363,0.14
14.773,1447.0,5740.0,0.04263,0.18
2.916,678.0,5664.0,0.1721,-0.24
15.805,3413.0,6300.0,0.010855337180226805,-0.17
13.675,2746.0,5700.0,0.010347638612050389,0.01
2.74,770.0,5198.0,0.089,0.27
19.728,3479.0,4800.0,0.017997838491231887,0.1
3.09,691.0,3185.0,0.0229,0.336
17.486,4156.0,6304.0,0.009262658178227742,0.05
12.464,1597.0,5600.0,0.0334,-0.07
16.029,3304.0,6380.0,0.011008403046559699,0.2
12.745,1446.0,5475.0,0.02918,0.32
11.646,1260.0,5346.0,0.03815,0.33
14.572,1552.0,5738.0,0.03744,-0.1
12.52,881.0,4512.0,0.04269,-0.113
11.478,677.0,3405.0,0.03745,0.17
14.123,1245.0,5715.0,0.05163,0.02
11.433,2404.0,6055.0,0.024825883721664187,-0.09
13.899,1426.0,6050.0,0.0449,-0.02
16.814,1620.0,6438.0,0.0611,0.09
13.227,1050.0,5099.0,0.04944,0.05
14.123,1592.0,5599.0,0.04823,0.33
12.89,2748.0,5302.0,0.009160229199169827,0.24
14.415,1464.0,6450.0,0.05511,0.02
10.985,1808.0,5965.0,0.0504,0.04
13.574,1573.0,6202.0,0.05222,0.182
1.32,747.0,2850.0,0.01875,-0.028
10.536,1333.0,5190.0,0.09367296477234831,0.17
6.0,522.0,3269.0,0.0354,0.23
2.064,729.0,3496.0,0.029680786757681137,-0.04
10.929,1388.0,5611.0,0.0672,0.241
12.89,336.0,3841.0,0.1587,0.31
2.83,2916.0,5593.0,0.007433679851089882,0.03
2.32,1433.0,5293.0,0.02163240605487802,-0.03
1.28,2095.0,3496.0,0.003593445217352854,-0.04
14.37,1547.0,6248.0,0.05009,0.119
12.98,1545.0,5609.0,0.03144,0.148
10.536,2339.0,5185.0,0.008094622522188078,0.27
12.184,1773.0,5700.0,0.0267,0.09
11.545,2848.0,5450.0,0.0075393217629483155,-0.2
5.24,3180.0,5225.0,0.0071100960789089625,0.07
13.608,1539.0,5820.0,0.0479,0.27
13.068,934.0,6090.0,0.0855,-0.2
1.875,2016.0,5172.0,0.01544,0.35
4.87,571.0,5653.0,0.2056311134100862,-0.04
18.719,3851.0,6600.0,0.011296666999087091,0.03
3.567,1790.0,5552.0,0.02504956712714381,0.38
14.908,2743.0,5900.0,0.012658977862445278,-0.2
15.693,3681.0,6600.0,0.012302568761312752,-0.31
13.227,5244.0,6050.0,0.007254820960106017,0.15
14.874,1674.0,5959.0,0.02677,-0.26
17.822,1972.0,6002.0,0.04363,0.035
13.384,1246.0,5498.0,0.04131,0.01
17.094,2128.0,7454.0,0.04881,-0.018
14.0,1347.0,5700.0,0.04024,0.39
13.787,1422.0,5659.0,0.03727,0.29
17.598,2133.0,6670.0,0.0455,0.09
1.914,483.0,3300.0,0.04,-0.03
11.545,1149.0,4920.0,0.037,0.19
21.409,1860.0,7500.0,0.0637,-0.12
17.878,1656.0,6478.0,0.063,-0.06
17.598,1847.0,6900.0,0.0694,-0.1
12.621,1101.0,5670.0,0.06112,0.18
13.529,1351.0,5627.0,0.04026,0.081
12.722,1324.0,5215.0,0.02803,0.103
12.027,1453.0,5629.0,0.03772,0.414
17.934,4493.0,6768.0,0.009039962045986836,0.0
4.662,2768.0,5558.0,0.008384518163451322,-0.116
15.48,1393.0,6351.0,0.0485,-0.157
14.572,2438.0,6102.0,0.024143638692011173,-0.28
12.778,3762.0,5640.0,0.005996777456274331,0.23
15.984,1133.0,6330.0,0.0452,0.07
3.13,222.0,5214.0,1.0059546636015688,0.07
15.805,4666.0,6429.0,0.007287040788443136,-0.18
20.961,3180.0,6550.0,0.01346047736589887,-0.25
8.631,2009.0,4800.0,0.009843742304434326,0.11
3.88,1020.0,5770.0,0.07252673824278597,0.07
10.761,4048.0,6140.0,0.006671251399988537,-0.13
13.787,2361.0,6180.0,0.022715451165756538,-0.02
13.159,1709.0,5600.0,0.02335,-0.3
14.056,1230.0,4645.0,0.02153,0.02
16.141,3781.0,6304.0,0.008905353947289,0.13
12.33,1403.0,6040.0,0.06513648983460221,0.19
13.417,1459.0,6442.0,0.06774,0.22
12.52,827.0,5788.0,0.1207,0.14
2.61,425.0,4640.0,0.1915,0.003
10.8,685.0,6430.0,0.37,0.176
15.805,1530.0,6730.0,0.066,-0.1
19.537,1954.0,5720.0,0.03005,0.32
5.09,701.0,5325.0,0.1189,-0.02
2.199,973.0,6120.0,0.1357,0.0
3.65,801.0,4250.0,0.04394,0.2
13.092,1492.0,5227.0,0.023,0.15
11.433,2911.0,6150.0,0.016782658203633043,0.21
18.271,1660.0,6430.0,0.0562,0.11
3.3,1671.0,4285.0,0.01306,-0.12
11.097,1165.0,5735.0,0.097,0.26
1.85,1541.0,4714.0,0.0182,0.18
8.967,917.0,5310.0,0.062,0.2
15.637,1964.0,6125.0,0.0238,-0.229
15.693,1694.0,6060.0,0.03689,0.22
16.814,1253.0,6000.0,0.0519,-0.01
13.395,1173.0,5542.0,0.07908,0.247
1.212,953.0,2960.0,0.00978,-0.09
2.438,548.0,2960.0,0.02961,-0.09
12.801,1061.0,6532.0,0.153,0.017
3.25,559.0,6120.0,0.411,0.0
10.05,803.0,4714.0,0.067,0.18
0.705,733.0,4285.0,0.0679,-0.12
2.73,540.0,4285.0,0.1249,-0.12
4.23,646.0,6120.0,0.308,0.0
3.89,452.0,5212.0,0.262,0.04
12.038,1095.0,4953.0,0.04101,0.22
9.528,1078.0,5445.0,0.1034,0.36
3.9,525.0,5498.0,0.18,0.18
8.8,315.0,5498.0,0.5,0.18
10.63,723.0,5363.0,0.104009002620014,-0.01
7.65,486.0,5730.0,0.35689043741523074,0.06
1.32,2614.0,5808.0,0.017078062344772372,0.03
9.55,474.0,6511.0,0.6403754411699897,0.07
15.558,1413.0,6100.0,0.04947,-0.25
16.197,1721.0,6360.0,0.03558,0.137
16.141,4831.0,6250.0,0.0042694928819868245,-0.06
11.198,813.0,4143.0,0.0344,-0.13
2.562,431.0,5664.0,0.425,-0.24
0.892,705.0,4640.0,0.0695,0.003
3.41,1100.0,6310.0,0.1053,-0.16
12.823,1118.0,5473.0,0.03762,-0.49
11.433,1312.0,5403.0,0.0362,0.43
2.355,545.0,3506.0,0.04526,-0.2
1.264,903.0,3347.0,0.01589,0.11
5.65,2676.0,6502.0,0.015512447463512656,0.17
13.271,1232.0,5839.0,0.05427,0.09
12.21,1193.0,5712.0,0.0565,0.1
7.656,1481.0,5500.0,0.045,0.01
16.141,1949.0,5991.0,0.04882,0.373
14.202,1523.0,6057.0,0.0504,-0.26
9.55,1729.0,5710.0,0.04963,0.215
6.956,905.0,4994.0,0.0539,0.272
1.425,2327.0,5372.0,0.0106,-0.4
2.91,806.0,5372.0,0.0884,-0.4
2.82,603.0,5372.0,0.158,-0.4
2.55,418.0,5372.0,0.328,-0.4
11.142,1000.0,4766.0,0.04389,0.306
11.982,1481.0,6177.0,0.1108,0.247
14.359,1464.0,6630.0,0.05064,0.282
11.142,1439.0,7360.0,0.1166,0.094
18.831,1181.0,6390.0,0.0429,-0.5
7.6,754.0,5747.0,0.094,0.328
2.59,1117.0,4975.0,0.03817,0.0
17.396,1862.0,6367.0,0.0404,-0.14
2.77,1824.0,6232.0,0.0404074880729043,-0.03
13.126,1233.0,5570.0,0.04666,0.14
11.209,982.0,6154.0,0.10356,0.1
2.77,658.0,3514.0,0.0345,-0.29
1.166,1704.0,4440.0,0.01189,0.12
1.635,410.0,2988.0,0.0957,-0.262
2.6,410.0,3459.0,0.0929,-0.07
16.14,1264.0,5675.0,0.04016,0.16
1.032,668.0,2960.0,0.01992,-0.09
1.24,2110.0,4306.0,0.006894252315584899,-0.1
2.11,2082.0,5698.0,0.01871910463554271,0.03
1.76,622.0,5875.0,0.19160435385177088,-0.21
1.46,2984.0,4433.0,0.003430615230536207,0.01
2.27,1099.0,5296.0,0.0434201444896309,0.01
2.572,650.0,4316.0,0.0592,-0.23
0.95,1838.0,3864.0,0.007160424546689987,-0.33
2.08,350.0,5694.0,0.5469427703622599,0.01
2.57,913.0,5792.0,0.09200979710644311,0.05
3.07,776.0,6167.0,0.17457007188909088,0.01
2.94,1391.0,5957.0,0.06911189686482454,0.01
1.33,2863.0,5522.0,0.006647048669657202,-0.09
4.13,558.0,5840.0,0.27490175903566466,0.04
1.76,1213.0,4597.0,0.02314394230531315,0.11
3.08,1114.0,5539.0,0.045886497749712866,-0.15
2.68,1151.0,5595.0,0.0512538563968199,-0.06
1.602,1055.0,4699.0,0.03876,0.11
12.33,2701.0,5545.0,0.007790129822191247,0.06
18.887,2020.0,6594.0,0.03032,0.332
12.576,940.0,5315.0,0.0561,0.29
18.282,1721.0,6212.0,0.06277,0.037
1.34,272.0,4402.0,0.409,-0.37
1.58,1636.0,3157.0,0.004613032780051769,0.27
1.11,1253.0,3359.0,0.005018144656556542,-0.3
1.71,1333.0,6225.0,0.077,0.03
2.17,1254.0,6225.0,0.087,0.03
1.56,1521.0,6229.0,0.04235040463701966,0.04
0.52,1756.0,3468.0,0.004060190848540705,-0.13
1.44,5643.0,5549.0,0.0018023543422073735,-0.07
1.78,298.0,4886.0,0.4308285155603837,0.02
3.54,599.0,5884.0,0.24402621318344514,0.03
3.11,252.0,4598.0,0.5257192057255679,-0.01
0.9,7060.0,6078.0,0.001970310862930512,0.04
1.52,6311.0,6169.0,0.0026903468877549296,0.02
2.94,864.0,5834.0,0.0793129635528234,0.06
0.92,6199.0,5909.0,0.0025938954566194195,0.0
0.6,1737.0,5645.0,0.025017437511450517,-0.07
1.52,1327.0,6681.0,0.04835697863071006,0.06
1.09,6103.0,6166.0,0.0028690229140403123,0.08
2.97,666.0,6168.0,0.22039353268695022,0.03
1.28,2862.0,5597.0,0.00804162574133017,-0.06
1.93,824.0,5471.0,0.07132004875802488,0.06
1.25,2239.0,4839.0,0.007350440923006401,-0.09
1.65,6489.0,5906.0,0.0018920137571350716,0.1
2.12,1441.0,6206.0,0.061607846888580155,0.02
3.18,468.0,5829.0,0.4450190789244825,0.03
2.95,1204.0,5107.0,0.029864246985318466,0.07
1.87,2131.0,4647.0,0.00825625858802256,0.16
1.57,1403.0,3687.0,0.009234694426236784,0.07
1.73,2350.0,6261.0,0.01815124753973464,0.03
1.47,1557.0,5685.0,0.04960375706276799,0.02
1.41,4753.0,4976.0,0.0017448529494131682,0.02
1.08,756.0,5280.0,0.22327581993621265,-0.01
1.74,4100.0,6704.0,0.010274242071082537,0.09
2.2,904.0,4407.0,0.029059432072021267,0.03
2.25,999.0,5747.0,0.06855881613094855,-0.1
1.77,402.0,5078.0,0.2533070685635217,-0.14
2.26,1413.0,4098.0,0.012993442723056177,0.02
1.26,2935.0,6620.0,0.01875277213077857,0.04
1.49,1812.0,6129.0,0.03581011880636245,0.05
1.82,1753.0,5771.0,0.023682258560417054,-0.02
1.31,2168.0,5772.0,0.01194050130595276,0.04
3.01,1351.0,6096.0,0.03737935041910467,0.07
1.23,2286.0,4951.0,0.008935616393377087,-0.02
2.92,639.0,6214.0,0.2377503540299042,0.03
1.75,1539.0,6221.0,0.06849416154249574,0.06
1.49,887.0,4712.0,0.04203903552658818,0.06
1.46,959.0,3578.0,0.017063931008404653,-0.03
1.99,845.0,5866.0,0.1403987646743091,-0.05
9.057,520.0,5155.0,0.1968,0.41
1.84,1489.0,6202.0,0.05879215108203966,0.05
2.55,470.0,6021.0,0.3902922417696071,0.0
1.18,3451.0,5079.0,0.0036864377618128262,-0.08
5.52,500.0,6146.0,0.6350629267247878,0.06
1.85,1334.0,5780.0,0.06963375775408598,0.03
1.75,2422.0,5904.0,0.020136405687029974,0.03
2.86,726.0,4098.0,0.049186628712578104,0.02
10.16,144.0,4884.0,1.883,0.02
1.674,757.0,4884.0,0.0684,0.02
14.796,2734.0,5910.0,0.015898939929114404,0.22
1.21,902.0,4715.0,0.0338,-0.25
1.718,901.0,4884.0,0.04825,0.02
1.71,1329.0,5477.0,0.03376,0.078
5.27,1559.0,5096.0,0.09127340492755505,-0.03
2.03,1784.0,6312.0,0.025840781633799645,-0.2
2.05,1597.0,6312.0,0.032261579590223376,-0.2
2.04,700.0,5194.0,0.11254346371798449,0.17
8.29,727.0,5774.0,0.143,0.05
2.69,338.0,4684.0,0.28,-0.137
2.71,1475.0,5194.0,0.025380858419170885,0.17
12.33,1226.0,5620.0,0.0694,0.21
3.87,260.0,5100.0,0.633,-0.12
8.575,830.0,4405.0,0.04515,0.208
16.365,1451.0,5700.0,0.0586,0.0
1.06,506.0,3240.0,0.03127790531906607,-0.15
8.86,517.0,5922.0,0.37770405419311,0.11
2.08,655.0,5044.0,0.0964,-0.16
1.679,2271.0,5582.0,0.011199917729567561,-0.11
1.357,1614.0,5631.0,0.02669488245224519,-0.19
1.69,2187.0,5120.0,0.00936,-0.04
1.57,1406.0,6004.0,0.0458,-0.14
3.16,2151.0,5980.0,0.01522723178917978,0.05
1.51,1555.0,5728.0,0.04541031544614536,0.06
2.043,768.0,4716.0,0.05712,-0.47
1.15,1555.0,5788.0,0.028673141231713262,-0.1
3.486,1061.0,6009.0,0.13223,0.16
1.99,769.0,4097.0,0.0405,0.21
2.355,588.0,5708.0,0.241,-0.15
2.215,425.0,5534.0,0.3554,-0.09
2.903,967.0,5854.0,0.12638,0.321
1.217,594.0,3505.0,0.035,-0.12
1.725,2278.0,5532.0,0.01326,0.11
2.4,2533.0,5754.0,0.015971910609185208,0.04
1.96,1624.0,5945.0,0.0409,0.1
2.302,2275.0,5491.0,0.009228621948950645,0.27
2.23,463.0,4320.0,0.119,0.15
2.578,805.0,5766.0,0.13540418354050496,-0.15
1.241,792.0,4305.0,0.03925,-0.26
2.44,1004.0,5672.0,0.0792,0.0
5.45,474.0,6009.0,0.6639,0.16
0.86,1188.0,5854.0,0.08377,0.321
2.836,797.0,5532.0,0.1083,0.11
2.213,950.0,6148.0,0.1029,-0.24
1.639,1976.0,6305.0,0.0434,-0.03
3.5,1008.0,5732.0,0.09815084185145803,-0.11
2.84,1050.0,5608.0,0.0706,0.23
15.98,1608.0,6061.0,0.0475,0.14
2.19,626.0,4667.0,0.0615,-0.08
1.201,2209.0,5058.0,0.00901,-0.18
1.54,1143.0,5424.0,0.0413,-0.03
2.35,484.0,3717.0,0.0694,-0.04
2.07,595.0,4097.0,0.0677,0.21
2.63,881.0,5219.0,0.0578,-0.1
2.32,857.0,6059.0,0.1271,0.16
2.17,1044.0,6570.0,0.1087,-0.03
4.34,986.0,5793.0,0.0959,-0.45
2.55,543.0,5262.0,0.1567,-0.44
2.64,854.0,5503.0,0.0887,0.07
2.26,710.0,5425.0,0.1013,-0.07
3.484,476.0,5271.0,0.18422,-0.06
4.09,830.0,5897.0,0.0988,0.035
1.597,1396.0,5854.0,0.06064,0.321
3.6,1036.0,6045.0,0.13901418287472744,0.01
4.81,753.0,3789.0,0.0627,-0.37
2.357,1276.0,5847.0,0.06135,0.11
1.478,1144.0,5669.0,0.05343,-0.18
13.563,1037.0,5585.0,0.068,0.1
1.514,2326.0,5794.0,0.022768784887970295,0.25
2.79,969.0,6504.0,0.1151,0.04
0.83,891.0,3725.0,0.0216,-0.03
1.79,865.0,3712.0,0.0242,0.18
1.212,922.0,5271.0,0.04899,-0.06
3.178,2492.0,5649.0,0.010077989469768801,0.07
2.29,358.0,4044.0,0.1716,0.12
1.74,667.0,5152.0,0.1041,-0.09
2.25,387.0,3390.0,0.091,-0.25
2.9,487.0,3570.0,0.049,0.023
5.33,1439.0,5599.0,0.0581,0.36
2.116,1573.0,6063.0,0.04129703932095613,0.41
11.73,1165.0,6217.0,0.1597,0.21
2.687,2993.0,5250.0,0.014822733254762757,-0.09
1.608,1850.0,5580.0,0.015397290499096002,-0.25
1.579,2527.0,5176.0,0.007556420631182348,0.31
8.37,1242.0,4575.0,0.0411,-0.11
1.438,2217.0,5753.0,0.01837591889327778,0.13
1.3,1257.0,4695.0,0.024882354597431777,0.14
3.286,938.0,5507.0,0.06152477709314186,0.13
3.84,1127.0,5620.0,0.051403634592344746,-0.07
2.0,1606.0,6077.0,0.024859926830957505,0.02
2.5,594.0,5850.0,0.1898,-0.14
9.17,1188.0,5080.0,0.1228,-0.08
1.939,1326.0,6201.0,0.0674,-0.14
1.093,1104.0,5631.0,0.05702783502917202,-0.19
2.576,966.0,5712.0,0.07692741197479906,-0.09
2.67,422.0,3785.0,0.0962,-0.13
5.299,724.0,5271.0,0.0795,-0.06
3.51,2480.0,4781.0,0.006400901913853026,0.34
1.745,2087.0,5978.0,0.02012,-0.04
14.067,1332.0,6255.0,0.07037,0.28
12.924,1492.0,5688.0,0.04708,0.335
13.451,1998.0,5800.0,0.0248,0.16
2.75,794.0,5413.0,0.0654,-0.03
1.52,1013.0,5222.0,0.049,0.15
2.48,636.0,4975.0,0.1178,0.0
9.303,618.0,3659.0,0.052,0.376
2.93,619.0,5320.0,0.137,-0.02
1.533,584.0,3803.0,0.04749,-0.43
13.339,998.0,5358.0,0.04217,0.16
11.209,543.0,6651.0,0.5109,0.0
1.72,2141.0,5596.0,0.018,-0.07
13.809,1711.0,6147.0,0.05071,0.21
12.173,1680.0,5880.0,0.03524,0.24
9.3,1904.0,5535.0,0.02168147076444797,0.12
2.62,1699.0,6197.21,0.0447179150745645,0.128
2.73,2203.0,6236.0,0.019970729029025577,0.09
2.164,1074.0,6201.0,0.1027,-0.14
1.305,607.0,3340.0,0.03813,-0.34
18.383,1875.0,6150.0,0.0653,0.0
5.23,2416.0,5346.0,0.008886183795122167,-0.07
1.52,1291.0,6211.0,0.084,0.17
17.71,3764.0,6100.0,0.010375381166611429,-0.27
7.398,1102.0,5576.0,0.1066,0.421
11.646,1005.0,5425.0,0.04839,-0.15
3.29,641.0,4850.0,0.098,0.2
1.8,603.0,4258.0,0.0562,-0.3
13.34,735.0,5498.0,0.10392491792769505,0.1
15.13,3508.0,6457.0,0.009111781532650605,0.11
11.209,772.0,6219.0,0.201,0.1
11.209,684.0,5581.0,0.158,0.22
12.106,506.0,5579.0,0.3,0.12
2.67,1219.0,5077.0,0.03229118019311467,0.13
10.447,713.0,4920.0,0.0943,0.41
5.55,1285.0,5698.0,0.04042486749652568,-0.21
12.834,870.0,4995.0,0.301,-0.07
2.415,986.0,3476.0,0.0287,0.05
1.11,2885.0,5322.0,0.006580324583145717,0.06
2.726,1006.0,5320.0,0.05186,-0.02
13.79,1068.0,5800.0,0.091,-0.19
2.06,585.0,3778.0,0.0492,-0.05
14.68,1446.0,5440.0,0.0295,-0.1
13.047,1519.0,5763.0,0.04853,-0.006
1.74,363.0,3491.0,0.1363,-0.05
2.265,1032.0,5328.0,0.052,0.14
12.67,1119.0,6027.0,0.0506,0.0
2.93,860.0,5888.0,0.09636909879192994,0.0
11.994,704.0,5980.0,0.313,0.15
9.92,1282.0,5945.0,0.051,0.01
13.75,1692.0,6168.0,0.0442,0.01
3.44,574.0,3207.0,0.0287,0.15
5.25,722.0,3514.0,0.025,0.17
2.926,1192.0,4600.0,0.02177,-0.092
12.173,1112.0,6466.0,0.1291,-0.004
14.908,782.0,3916.0,0.0326,0.0
2.41,829.0,4870.0,0.0532,-0.02
12.801,1559.0,5819.0,0.0549,0.25
1.491,1843.0,5428.0,0.014293295013050935,0.15
2.49,1679.0,5887.0,0.05983,-0.047
3.046,2348.0,5755.0,0.019381794260162295,0.07
3.13,771.0,5713.0,0.1208,-0.1
2.576,1715.0,5753.0,0.030694038130244444,0.13
1.61,898.0,5413.0,0.0511,-0.03
9.11,549.0,5370.0,0.1796,0.24
1.52,1284.0,5519.0,0.0361,0.0
11.994,485.0,5561.0,0.31964587203991424,0.35
3.95,736.0,5817.0,0.1184,0.0
1.802,1581.0,5748.0,0.03349052736891227,-0.11
5.4,1089.0,5625.0,0.05849739074529235,0.34
2.26,556.0,3930.0,0.0818,-0.33
2.124,1815.0,5704.0,0.02264098245312172,0.11
1.615,1211.0,5660.0,0.04527,-0.28
2.609,465.0,4290.0,0.139,0.04
8.4,141.0,4120.0,1.4,0.24
9.96,226.0,6157.0,1.64,0.0
0.51,1485.0,3515.0,0.008,0.1
1.88,2099.0,5194.0,0.012535700673127158,0.17
16.589,1676.0,5600.0,0.023,0.12
2.03,944.0,3778.0,0.0189,-0.05
1.95,514.0,4975.0,0.18041,0.0
6.71,615.0,5907.0,0.423,0.1
2.287,490.0,4316.0,0.1039,-0.23
7.0,1623.0,5322.0,0.02078491583772457,0.06
10.054,897.0,4444.0,0.0451,0.14
3.42,1835.0,5699.0,0.03236822070396144,0.3
7.5,791.0,5500.0,0.1461,0.33
4.3,2364.0,5904.0,0.015596192769277178,-0.03
2.274,2372.0,5946.0,0.01714578070052213,-0.257
2.4,997.0,5770.0,0.13,0.29
11.25,430.0,6050.0,0.90281,0.34
2.9,917.0,5279.0,0.06115911939690615,-0.09
1.85,2185.0,5713.0,0.02615312524695053,0.15
2.57,1192.0,4298.0,0.01969848458965287,-0.06
1.72,2602.0,6106.0,0.016800854942718563,0.36
2.32,862.0,5965.0,0.1535098657573997,0.06
4.02,2789.0,6000.0,0.016541753795026443,0.07
3.46,1329.0,6267.0,0.062142338187782344,0.03
1.48,1857.0,4782.0,0.011651440877332846,0.18
1.96,1913.0,5515.0,0.015596120663665081,-0.03
2.18,1295.0,5485.0,0.036204831574889636,-0.03
2.9,2960.0,6570.0,0.013529759362640547,0.06
2.58,2151.0,5634.0,0.02260904875874585,0.04
0.96,2045.0,3410.0,0.0029101813533836157,-0.11
0.8,2024.0,5403.0,0.014414175031522206,-0.06
1.593,2547.0,5789.0,0.011147442516465864,-0.292
3.53,337.0,5335.0,0.38802386790448246,-0.04
1.6,2948.0,3934.0,0.0025978200612284848,-0.13
1.87,2572.0,6035.0,0.012949042481161748,0.14
2.55,1713.0,5705.0,0.029758295998060593,-0.08
5.23,409.0,5324.0,0.3226791149746335,-0.09
2.09,555.0,5001.0,0.1420870038034735,0.01
1.22,2176.0,5616.0,0.01283014431891389,0.01
2.67,1990.0,5985.0,0.019028316812528475,0.04
2.8,756.0,5962.0,0.1352,-0.2
1.26,1824.0,5030.0,0.011320755278661145,0.01
3.38,476.0,5886.0,0.3735893342116679,0.03
2.81,442.0,5628.0,0.2940683908983548,-0.04
2.73,1630.0,5895.0,0.03141294044829453,-0.01
2.41,732.0,4523.0,0.05931555804953084,-0.09
